movieId,title,genre,year,clean_title
264243,The Adventures of Young Indiana Jones: The Phantom Train of Doom (1999),Adventure,1999,The Adventures of Young Indiana Jones: The Phantom Train of Doom
264243,The Adventures of Young Indiana Jones: The Phantom Train of Doom (1999),Drama,1999,The Adventures of Young Indiana Jones: The Phantom Train of Doom
215381,Justine (2019),Drama,2019,Justine
202025,Olivia (1983),Crime,1983,Olivia
202025,Olivia (1983),Drama,1983,Olivia
202025,Olivia (1983),Horror,1983,Olivia
202025,Olivia (1983),Romance,1983,Olivia
263073,Christmas Waltz (2020),Drama,2020,Christmas Waltz
263073,Christmas Waltz (2020),Romance,2020,Christmas Waltz
171455,Fabricated City (2017),Action,2017,Fabricated City
171455,Fabricated City (2017),Crime,2017,Fabricated City
1235,Harold and Maude (1971),Comedy,1971,Harold and Maude
1235,Harold and Maude (1971),Drama,1971,Harold and Maude
1235,Harold and Maude (1971),Romance,1971,Harold and Maude
185715,Layla M. (2016),Drama,2016,Layla M.
120524,The Biggest Bundle of Them All (1968),Comedy,1968,The Biggest Bundle of Them All
120524,The Biggest Bundle of Them All (1968),Crime,1968,The Biggest Bundle of Them All
248314,Theban Plays: Oedipus the King (1986),Drama,1986,Theban Plays: Oedipus the King
165537,The Windmill (2016),Horror,2016,The Windmill
4086,"Big Easy, The (1987)",Action,1987,"Big Easy, The"
4086,"Big Easy, The (1987)",Crime,1987,"Big Easy, The"
4086,"Big Easy, The (1987)",Mystery,1987,"Big Easy, The"
4086,"Big Easy, The (1987)",Romance,1987,"Big Easy, The"
4086,"Big Easy, The (1987)",Thriller,1987,"Big Easy, The"
8587,Mayor of the Sunset Strip (2003),Documentary,2003,Mayor of the Sunset Strip
195193,The Limousine (2014),Comedy,2014,The Limousine
113510,Switch (2011),Action,2011,Switch
113510,Switch (2011),Crime,2011,Switch
113510,Switch (2011),Thriller,2011,Switch
217941,Virgin (2003),Drama,2003,Virgin
288581,Taylor Mac's 24-Decade History of Popular Music (2023),Documentary,2023,Taylor Mac's 24-Decade History of Popular Music
184135,Anne Frank: The Whole Story (2001),Drama,2001,Anne Frank: The Whole Story
184135,Anne Frank: The Whole Story (2001),War,2001,Anne Frank: The Whole Story
187031,Jurassic World: Fallen Kingdom (2018),Action,2018,Jurassic World: Fallen Kingdom
187031,Jurassic World: Fallen Kingdom (2018),Adventure,2018,Jurassic World: Fallen Kingdom
187031,Jurassic World: Fallen Kingdom (2018),Drama,2018,Jurassic World: Fallen Kingdom
187031,Jurassic World: Fallen Kingdom (2018),Sci-Fi,2018,Jurassic World: Fallen Kingdom
187031,Jurassic World: Fallen Kingdom (2018),Thriller,2018,Jurassic World: Fallen Kingdom
121620,Thieves Fall Out (1941),Comedy,1941,Thieves Fall Out
6454,Music Box (1989),Drama,1989,Music Box
220370,The Dalai Lama: Scientist,Documentary,NA,The Dalai Lama: Scientist
190921,The Silver Chair (1990),Adventure,1990,The Silver Chair
190921,The Silver Chair (1990),Children,1990,The Silver Chair
190921,The Silver Chair (1990),Fantasy,1990,The Silver Chair
103489,Arctic Blast (2010),Sci-Fi,2010,Arctic Blast
103489,Arctic Blast (2010),Thriller,2010,Arctic Blast
190103,Manila in the Claws of Light (1975),Drama,1975,Manila in the Claws of Light
190103,Manila in the Claws of Light (1975),Mystery,1975,Manila in the Claws of Light
174213,The Sealed Room (1909),Drama,1909,The Sealed Room
174213,The Sealed Room (1909),Horror,1909,The Sealed Room
75345,Failan (2001),Drama,2001,Failan
75345,Failan (2001),Romance,2001,Failan
177295,Jesús (2016),Children,2016,Jesús
177295,Jesús (2016),Drama,2016,Jesús
123225,Winning Streak (2012),Drama,2012,Winning Streak
5705,Xanadu (1980),Fantasy,1980,Xanadu
5705,Xanadu (1980),Musical,1980,Xanadu
5705,Xanadu (1980),Romance,1980,Xanadu
158238,The Nice Guys (2016),Crime,2016,The Nice Guys
158238,The Nice Guys (2016),Mystery,2016,The Nice Guys
158238,The Nice Guys (2016),Thriller,2016,The Nice Guys
200290,Female Human Animal (2018),Thriller,2018,Female Human Animal
151319,Notias (2016),Comedy,2016,Notias
151319,Notias (2016),Drama,2016,Notias
223017,Red apples (2017),Drama,2017,Red apples
116666,Dr Jekyll & Sister Hyde (1971),Horror,1971,Dr Jekyll & Sister Hyde
116666,Dr Jekyll & Sister Hyde (1971),Sci-Fi,1971,Dr Jekyll & Sister Hyde
184817,Lunch Meat (1987),Drama,1987,Lunch Meat
184817,Lunch Meat (1987),Horror,1987,Lunch Meat
5017,"Big Heat, The (1953)",Drama,1953,"Big Heat, The"
5017,"Big Heat, The (1953)",Film-Noir,1953,"Big Heat, The"
38839,"Ketchup Effect, The (Hip Hip Hora!) (2004)",Drama,2004,"Ketchup Effect, The (Hip Hip Hora!)"
254903,The Day the Earth Stopped (2008),Action,2008,The Day the Earth Stopped
254903,The Day the Earth Stopped (2008),Adventure,2008,The Day the Earth Stopped
254903,The Day the Earth Stopped (2008),Sci-Fi,2008,The Day the Earth Stopped
254903,The Day the Earth Stopped (2008),Thriller,2008,The Day the Earth Stopped
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Comedy,2002,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai)
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Fantasy,2002,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai)
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Romance,2002,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai)
263373,The Railway Children (2000),Children,2000,The Railway Children
263373,The Railway Children (2000),Drama,2000,The Railway Children
133497,Goldface il fantastico Superman (1967),Adventure,1967,Goldface il fantastico Superman
133497,Goldface il fantastico Superman (1967),Crime,1967,Goldface il fantastico Superman
172215,Saved by the Bell: Hawaiian Style (1992),Comedy,1992,Saved by the Bell: Hawaiian Style
195987,DriverX (2018),Drama,2018,DriverX
148675,North Pole: Open For Christmas (2015),Children,2015,North Pole: Open For Christmas
148675,North Pole: Open For Christmas (2015),Fantasy,2015,North Pole: Open For Christmas
254048,Unclenching the Fists (2021),Drama,2021,Unclenching the Fists
276217,Ip Man: The Awakening (2022),Action,2022,Ip Man: The Awakening
276217,Ip Man: The Awakening (2022),Adventure,2022,Ip Man: The Awakening
276217,Ip Man: The Awakening (2022),Drama,2022,Ip Man: The Awakening
27347,Good Advice (2001),Comedy,2001,Good Advice
27347,Good Advice (2001),Romance,2001,Good Advice
232045,Gully (2019),NA,2019,Gully
277324,Carter (2022),Action,2022,Carter
277324,Carter (2022),Thriller,2022,Carter
192679,"Parakalo, gynaikes, min klaite... (1992)",NA,1992,"Parakalo, gynaikes, min klaite..."
121961,The Young Racers (1963),Action,1963,The Young Racers
121961,The Young Racers (1963),Drama,1963,The Young Racers
144182,SPL 2: A Time for Consequences (2015),Action,2015,SPL 2: A Time for Consequences
144182,SPL 2: A Time for Consequences (2015),Crime,2015,SPL 2: A Time for Consequences
144182,SPL 2: A Time for Consequences (2015),Drama,2015,SPL 2: A Time for Consequences
174177,Grandma and the Bad Boys (1900),NA,1900,Grandma and the Bad Boys
