Country Name,Country Code,Series Name,Series Code,Year,Value,Unit
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,2023,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,2024,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2018,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2019,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2020,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2021,5.18,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2022,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2023,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2024,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2018,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2019,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2020,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2021,12.18,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2022,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2023,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2024,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2018,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2019,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2020,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2021,23.4,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2022,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2023,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2024,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,2018,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,2019,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,2020,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,2021,7.55,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,2022,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,2023,NA,Percentage
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,2024,NA,Percentage
Afghanistan,AFG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,2018,NA,Percentage
Afghanistan,AFG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,2019,NA,Percentage
Afghanistan,AFG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,2020,NA,Percentage
Afghanistan,AFG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,2021,NA,Percentage
Afghanistan,AFG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,2022,NA,Percentage
Afghanistan,AFG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,2023,NA,Percentage
Afghanistan,AFG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,2024,NA,Percentage
Afghanistan,AFG,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,2018,NA,Percentage
Afghanistan,AFG,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,2019,NA,Percentage
Afghanistan,AFG,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,2020,NA,Percentage
Afghanistan,AFG,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,2021,NA,Percentage
Afghanistan,AFG,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,2022,NA,Percentage
Afghanistan,AFG,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,2023,NA,Percentage
Afghanistan,AFG,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,2024,NA,Percentage
Afghanistan,AFG,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,2018,NA,Percentage
Afghanistan,AFG,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,2019,NA,Percentage
Afghanistan,AFG,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,2020,NA,Percentage
Afghanistan,AFG,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,2021,NA,Percentage
Afghanistan,AFG,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,2022,NA,Percentage
Afghanistan,AFG,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,2023,NA,Percentage
Afghanistan,AFG,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,2024,NA,Percentage
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,2018,NA,Percentage
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,2019,NA,Percentage
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,2020,NA,Percentage
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,2021,NA,Percentage
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,2022,NA,Percentage
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,2023,NA,Percentage
Afghanistan,AFG,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,2024,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,2018,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,2019,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,2020,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,2021,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,2022,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,2023,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,2024,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,2018,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,2019,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,2020,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,2021,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,2022,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,2023,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,2024,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2018,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2019,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2020,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2021,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2022,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2023,NA,Percentage
Afghanistan,AFG,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2024,NA,Percentage
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2018,NA,Percentage
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2019,NA,Percentage
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2020,NA,Percentage
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2021,-19.5057334581634,Percentage
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2022,NA,Percentage
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2023,NA,Percentage
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2024,NA,Percentage
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2018,NA,Currency (US$)
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2019,NA,Currency (US$)
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2020,NA,Currency (US$)
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2021,NA,Currency (US$)
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2022,NA,Currency (US$)
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2023,NA,Currency (US$)
Afghanistan,AFG,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2024,NA,Currency (US$)
Afghanistan,AFG,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2018,482833320.042869,Currency (US$)
Afghanistan,AFG,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2019,498263992.940825,Currency (US$)
Afghanistan,AFG,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2020,527512991.719678,Currency (US$)
Afghanistan,AFG,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2021,386856048.870212,Currency (US$)
Afghanistan,AFG,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2022,NA,Currency (US$)
Afghanistan,AFG,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2023,NA,Currency (US$)
Afghanistan,AFG,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2024,NA,Currency (US$)
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2018,310107,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2019,251047,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2020,238791,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2021,262860,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2022,294493,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2023,296033,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2024,NA,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2018,281,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2019,247,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2020,167,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2021,251,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2022,218,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2023,250,Other/Count
Afghanistan,AFG,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2024,NA,Other/Count
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,2018,89.8496059758101,Percentage
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,2019,88.5120276122222,Percentage
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,2020,87.2478169146763,Percentage
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,2021,86.0834681804276,Percentage
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,2022,84.9624893289139,Percentage
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,2023,83.8361728436287,Percentage
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,2024,82.7768483158234,Percentage
Afghanistan,AFG,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2018,1000,Other/Count
Afghanistan,AFG,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2019,1000,Other/Count
Afghanistan,AFG,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2020,1000,Other/Count
Afghanistan,AFG,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2021,1100,Other/Count
Afghanistan,AFG,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2022,1100,Other/Count
Afghanistan,AFG,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2023,NA,Other/Count
Afghanistan,AFG,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2024,NA,Other/Count
Afghanistan,AFG,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2018,1100,Other/Count
Afghanistan,AFG,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2019,1200,Other/Count
Afghanistan,AFG,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2020,1100,Other/Count
Afghanistan,AFG,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2021,1200,Other/Count
Afghanistan,AFG,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2022,1300,Other/Count
